# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.writesQueuedMin,1749132222293000000,1749132243793000000,9223372036854775807
Indexes.entries.lookupDurationMaxMs,1749132222293000000,1749132243793000000,0.0
Indexing.writesQueuedMax,1749132222293000000,1749132243793000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,142
Indexing.totalTimeIndexersSleptMs,1749132222293000000,1749132243793000000,0
Indexes.allKeys.lookups,1749132222293000000,1749132243793000000,0
Indexing.writer_5.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,729
Indexing.cache.totalCacheMisses,1749132222293000000,1749132243793000000,371769
Indexes.stubs.lookups,1749132222293000000,1749132243793000000,33545
Indexes.allKeys.lookupDuration90PMs,1749132222293000000,1749132243793000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,222
Indexes.entries.lookups,1749132222293000000,1749132243793000000,6649
Indexing.writer_2.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,174
Indexing.writer_0.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,257
Indexing.cache.totalCacheEvicted,1749132222293000000,1749132243793000000,371769
Indexes.stubs.lookupDuration90PMs,1749132222293000000,1749132243793000000,0.0
Indexing.writer_4.totalTimeSpentWritingMs,1749132222293000000,1749132243793000000,633
Indexes.allKeys.lookupDurationAvgMs,1749132222293000000,1749132243793000000,0.0
Indexes.stubs.lookupDurationAvgMs,1749132222293000000,1749132243793000000,0.0
Indexes.entries.lookupDurationAvgMs,1749132222293000000,1749132243793000000,0.0
Indexing.cache.totalCacheAccesses,1749132222293000000,1749132243793000000,1632502
Indexes.stubs.lookupDurationMaxMs,1749132222293000000,1749132243793000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1749132222293000000,1749132243793000000,0.0
FilePageCache.capacityInBytes,1749132222293000000,1749132243793000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1749132222293000000,1749132243793000000,41943040
FilePageCache.maxCacheSizeInBytes,1749132222293000000,1749132243793000000,379584512
FilePageCache.pageLoads,1749132222293000000,1749132243793000000,38
DirectByteBufferAllocator.misses,1749132222293000000,1749132243793000000,38
StorageLockContext.competingThreads.90P,1749132222293000000,1749132243793000000,0
StorageLockContext.competingThreads.avg,1749132222293000000,1749132243793000000,0.0
FilePageCache.totalPageDisposalsUs,1749132222293000000,1749132243793000000,11
FilePageCache.pageFastCacheHits,1749132222293000000,1749132243793000000,1275266
StorageLockContext.competingThreads.max,1749132222293000000,1749132243793000000,0
DirectByteBufferAllocator.reclaimed,1749132222293000000,1749132243793000000,40
FilePageCache.pageLoadsAboveSizeThreshold,1749132222293000000,1749132243793000000,0
FilePageCache.disposedBuffers,1749132222293000000,1749132243793000000,362
FilePageCache.pageHits,1749132222293000000,1749132243793000000,67149
FilePageCache.uncachedFileAccess,1749132222293000000,1749132243793000000,421
FilePageCache.maxRegisteredFiles,1749132222293000000,1749132243793000000,423
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1749132222293000000,1749132243793000000,41943040
DirectByteBufferAllocator.hits,1749132222293000000,1749132243793000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1749132222293000000,1749132243793000000,0
DirectByteBufferAllocator.disposed,1749132222293000000,1749132243793000000,322
FilePageCache.totalPageLoadsUs,1749132222293000000,1749132243793000000,9631
NonBlockingReadAction.finalizedExecutionTimeUs,1749132222293000000,1749132243793000000,114258
NonBlockingReadAction.failedExecutionsCount,1749132222293000000,1749132243793000000,11
NonBlockingReadAction.failedExecutionTimeUs,1749132222293000000,1749132243793000000,15144
AWTEventQueue.dispatchTimeTotalNS,1749132222293000000,1749132243793000000,637049776
NonBlockingReadAction.finalizedExecutionsCount,1749132222293000000,1749132243793000000,102
parser.IgnoreLang.time.ns,1749132222293000000,1749132243793000000,2418625
parser.RegExp.size.bytes,1749132222293000000,1749132243793000000,37
lexer.Properties.time.ns,1749132222293000000,1749132243793000000,79874
parser.Properties.size.bytes,1749132222293000000,1749132243793000000,457
lexer.JSON.time.ns,1749132222293000000,1749132243793000000,457166
parser.XML.size.bytes,1749132222293000000,1749132243793000000,229232
parser.HTML.size.bytes,1749132222293000000,1749132243793000000,62012
parser.RegExp.time.ns,1749132222293000000,1749132243793000000,311918
lexer.XML.time.ns,1749132222293000000,1749132243793000000,1106789205
lexer.RegExp.size.bytes,1749132222293000000,1749132243793000000,37
parser.JAVA.size.bytes,1749132222293000000,1749132243793000000,328939
writeAction.count,1749132222293000000,1749132243793000000,75
lexer.JSON.size.bytes,1749132222293000000,1749132243793000000,2272
writeAction.wait.ms,1749132222293000000,1749132243793000000,42
DiskQueryRelay.tasksExecuted,1749132222293000000,1749132243793000000,45459
lexer.IgnoreLang.time.ns,1749132222293000000,1749132243793000000,621167
parser.Properties.time.ns,1749132222293000000,1749132243793000000,10744333
lexer.HTML.time.ns,1749132222293000000,1749132243793000000,4601584
lexer.IgnoreLang.size.bytes,1749132222293000000,1749132243793000000,514
DiskQueryRelay.tasksRequested,1749132222293000000,1749132243793000000,45473
parser.JAVA.time.ns,1749132222293000000,1749132243793000000,68864050
writeAction.median.wait.ms,1749132222293000000,1749132243793000000,0
lexer.Properties.size.bytes,1749132222293000000,1749132243793000000,457
parser.JSON.time.ns,1749132222293000000,1749132243793000000,5371417
lexer.JAVA.time.ns,1749132222293000000,1749132243793000000,16346324
parser.HTML.time.ns,1749132222293000000,1749132243793000000,10487751
parser.IgnoreLang.size.bytes,1749132222293000000,1749132243793000000,514
DiskQueryRelay.taskExecutionTotalTimeUs,1749132222293000000,1749132243793000000,5617156
lexer.RegExp.time.ns,1749132222293000000,1749132243793000000,304291
parser.XML.time.ns,1749132222293000000,1749132243793000000,18414129
lexer.JAVA.size.bytes,1749132222293000000,1749132243793000000,328939
lexer.HTML.size.bytes,1749132222293000000,1749132243793000000,62012
lexer.XML.size.bytes,1749132222293000000,1749132243793000000,229232
DiskQueryRelay.taskWaitingTotalTimeUs,1749132222293000000,1749132243793000000,8366662
parser.JSON.size.bytes,1749132222293000000,1749132243793000000,2272
writeAction.max.wait.ms,1749132222293000000,1749132243793000000,60
compiler.ArtifactModifiableModelBridge.dispose.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactModifiableModelBridge.commit.ms,1749132222293000000,1749132243793000000,4
compiler.ArtifactModifiableModelBridge.findArtifacts.ms,1749132222293000000,1749132243793000000,2
compiler.ArtifactBridge.beforeChanged.ms,1749132222293000000,1749132243793000000,1
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactModifiableModelBridge.getArtifactsByType.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.commit.ms,1749132222293000000,1749132243793000000,4
compiler.ArtifactModifiableModelBridge.addArtifact.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactModifiableModelBridge.getArtifacts.ms,1749132222293000000,1749132243793000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1749132222293000000,1749132243793000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1749132222293000000,1749132243793000000,0
workspaceModel.full.replace.project.model.ms,1749132222293000000,1749132243793000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1749132222293000000,1749132243793000000,0
workspaceModel.cachedValue.from.cache.count,1749132222293000000,1749132243793000000,2662
workspaceModel.updates.ms,1749132222293000000,1749132243793000000,65
workspaceModel.replace.project.model.ms,1749132222293000000,1749132243793000000,0
workspaceModel.loading.total.ms,1749132222293000000,1749132243793000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1749132222293000000,1749132243793000000,16
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1749132222293000000,1749132243793000000,200
workspaceModel.updates.count,1749132222293000000,1749132243793000000,9
workspaceModel.cachedValue.clear.count,1749132222293000000,1749132243793000000,21
workspaceModel.cachedValueWithParameters.calculated.count,1749132222293000000,1749132243793000000,0
workspaceModel.on.before.changed.ms,1749132222293000000,1749132243793000000,11
workspaceModel.to.snapshot.ms,1749132222293000000,1749132243793000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1749132222293000000,1749132243793000000,0
workspaceModel.cachedValue.calculated.count,1749132222293000000,1749132243793000000,101
workspaceModel.on.changed.ms,1749132222293000000,1749132243793000000,35
workspaceModel.workspaceFileIndexData.getPackageName.ms,1749132222293000000,1749132243793000000,111
workspaceModel.initializing.ms,1749132222293000000,1749132243793000000,5
workspaceModel.update.unloaded.entities.ms,1749132222293000000,1749132243793000000,0
workspaceModel.workspaceFileIndexData.instances.count,1749132222293000000,1749132243793000000,0
workspaceModel.check.recursive.update.ms,1749132222293000000,1749132243793000000,1
workspaceModel.loading.from.cache.ms,1749132222293000000,1749132243793000000,0
workspaceModel.workspaceFileIndexData.init.ms,1749132222293000000,1749132243793000000,0
workspaceModel.cachedValue.total.get.count,1749132222293000000,1749132243793000000,2763
workspaceModel.workspaceFileIndexData.processFileSets.ms,1749132222293000000,1749132243793000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1749132222293000000,1749132243793000000,6778
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1749132222293000000,1749132243793000000,3
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1749132222293000000,1749132243793000000,4
workspaceModel.workspaceFileIndexData.markDirty.ms,1749132222293000000,1749132243793000000,0
workspaceModel.collect.changes.ms,1749132222293000000,1749132243793000000,0
workspaceModel.pre.handlers.ms,1749132222293000000,1749132243793000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1749132222293000000,1749132243793000000,21
workspaceModel.cachedValueWithParameters.clear.count,1749132222293000000,1749132243793000000,0
workspaceModel.init.bridges.ms,1749132222293000000,1749132243793000000,5
workspaceModel.updates.precise.ms,1749132222293000000,1749132243793000000,11
cacheStateStorage.set.counter,1749132222293000000,1749132243793000000,57
cacheStateStorage.set.duration,1749132222293000000,1749132243793000000,5
cacheStateStorage.get.duration,1749132222293000000,1749132243793000000,0
cacheStateStorage.get.counter,1749132222293000000,1749132243793000000,0
